International plan,Voice mail plan,Account length,Total day charge,Customer service calls,Churn,State,churn_probability,predicted_churn,risk_tier
No,No,106,39.98,1,No,VA,0.16,No,Low
Yes,No,57,19.55,0,Yes,NJ,0.85,Yes,Critical
No,No,184,25.79,2,No,WA,0.02,No,Low
No,No,109,26.03,3,No,AR,0.06,No,Low
No,No,127,37.16,2,No,WI,0.01,No,Low
No,No,174,32.35,2,No,ME,0.0,No,Low
No,No,92,31.4,2,Yes,CO,0.61,Yes,High
No,No,81,19.6,1,No,CO,0.04,No,Low
No,No,119,50.01,0,Yes,CT,0.84,Yes,Critical
No,No,122,36.65,3,No,NC,0.0,No,Low
No,No,34,21.9,1,No,WY,0.01,No,Low
No,Yes,90,12.1,1,No,FL,0.04,No,Low
No,No,73,16.13,2,No,KY,0.01,No,Low
No,No,19,44.1,1,Yes,SC,0.83,Yes,Critical
No,Yes,120,36.69,1,No,WA,0.03,No,Low
No,No,160,16.58,3,No,MT,0.17,No,Low
No,No,141,24.91,0,No,PA,0.0,No,Low
No,No,72,23.78,2,No,VT,0.03,No,Low
No,Yes,117,26.04,1,No,MN,0.02,No,Low
Yes,No,79,17.6,2,No,IL,0.1,No,Low
No,No,87,31.59,1,No,AR,0.0,No,Low
No,No,102,22.02,1,No,MD,0.17,No,Low
No,No,49,40.22,1,No,MT,0.05,No,Low
No,No,67,44.27,6,No,VT,0.18,No,Low
No,No,107,28.44,2,No,CO,0.02,No,Low
No,No,118,19.21,2,No,WA,0.01,No,Low
No,No,120,31.57,0,No,TN,0.02,No,Low
No,No,94,23.15,0,No,AR,0.02,No,Low
No,Yes,115,37.84,1,No,DC,0.02,No,Low
No,No,61,33.54,1,No,MN,0.02,No,Low
No,No,110,35.36,1,No,KS,0.01,No,Low
No,No,104,20.15,1,No,ND,0.02,No,Low
No,No,16,26.04,1,No,MT,0.08,No,Low
No,No,147,28.66,2,No,DC,0.01,No,Low
Yes,No,102,38.11,3,No,MS,0.24,No,Low
No,Yes,64,20.13,1,No,IA,0.0,No,Low
No,No,103,32.45,2,No,AK,0.01,No,Low
No,No,152,54.03,1,Yes,MN,0.4,No,Medium
No,No,124,53.04,1,Yes,WV,0.84,Yes,Critical
No,No,97,24.82,1,No,OR,0.02,No,Low
No,No,131,22.37,1,Yes,MS,0.05,No,Low
No,Yes,57,32.88,2,No,ME,0.01,No,Low
No,No,157,31.47,2,No,MN,0.0,No,Low
No,No,194,32.86,0,No,GA,0.04,No,Low
No,No,66,24.89,1,No,DC,0.04,No,Low
No,No,123,20.94,4,Yes,NY,0.89,Yes,Critical
No,No,116,34.85,2,No,OK,0.0,No,Low
No,No,63,21.88,1,No,OK,0.04,No,Low
No,No,64,36.87,3,No,GA,0.01,No,Low
No,No,96,25.5,3,No,NJ,0.04,No,Low
No,No,105,36.04,3,No,ME,0.03,No,Low
No,Yes,53,28.44,2,No,MI,0.0,No,Low
No,Yes,129,30.14,3,No,NE,0.0,No,Low
No,No,93,25.43,0,No,VT,0.06,No,Low
Yes,No,115,58.7,1,Yes,OH,0.86,Yes,Critical
No,No,25,45.03,1,Yes,AL,0.89,Yes,Critical
No,No,73,20.74,1,No,DC,0.05,No,Low
No,No,97,38.27,0,Yes,DE,0.83,Yes,Critical
No,No,148,35.43,1,No,NY,0.0,No,Low
No,Yes,85,29.43,1,No,AL,0.01,No,Low
Yes,No,86,27.61,2,Yes,OK,0.8,Yes,Critical
No,Yes,78,47.8,2,No,MS,0.16,No,Low
No,No,106,35.41,3,No,MD,0.02,No,Low
No,No,145,38.11,1,Yes,AR,0.74,Yes,High
No,No,91,32.18,3,No,IL,0.0,No,Low
No,Yes,116,39.59,1,No,UT,0.01,No,Low
No,Yes,69,26.35,1,No,LA,0.03,No,Low
No,No,135,26.25,0,No,ID,0.02,No,Low
No,No,73,39.9,2,No,KY,0.02,No,Low
No,No,48,40.8,1,No,MI,0.03,No,Low
Yes,No,125,50.73,0,Yes,NH,0.91,Yes,Critical
No,No,100,28.22,1,No,WV,0.0,No,Low
No,No,64,29.67,2,No,SD,0.0,No,Low
Yes,Yes,116,29.84,1,No,MD,0.15,No,Low
Yes,Yes,147,26.78,3,Yes,ND,0.75,Yes,Critical
No,Yes,84,35.28,4,No,MO,0.05,No,Low
No,Yes,86,24.62,4,No,IL,0.14,No,Low
No,No,134,44.0,2,No,UT,0.04,No,Low
No,No,105,38.57,0,Yes,MI,0.6,Yes,High
No,No,88,25.99,2,No,AR,0.0,No,Low
No,No,86,25.64,1,No,AK,0.06,No,Low
No,Yes,141,54.81,1,Yes,NH,0.7,Yes,High
No,No,148,26.11,2,No,NM,0.0,No,Low
No,Yes,163,36.57,2,No,MN,0.07,No,Low
No,Yes,89,29.65,1,No,IA,0.01,No,Low
No,No,63,30.69,0,No,RI,0.02,No,Low
No,No,102,20.93,2,No,AL,0.01,No,Low
No,No,104,34.03,2,No,SD,0.05,No,Low
No,Yes,63,31.31,1,No,MT,0.03,No,Low
No,Yes,105,46.7,3,No,KY,0.02,No,Low
Yes,Yes,68,24.14,1,No,DC,0.05,No,Low
Yes,Yes,63,25.76,1,No,CO,0.02,No,Low
Yes,No,91,41.89,2,Yes,KS,0.88,Yes,Critical
No,No,101,39.56,5,No,NC,0.08,No,Low
No,No,116,48.96,0,Yes,SC,0.97,Yes,Critical
No,Yes,131,29.04,1,No,CO,0.02,No,Low
No,No,84,36.74,1,No,MN,0.0,No,Low
No,No,104,23.58,2,No,WY,0.0,No,Low
No,No,108,35.82,3,No,FL,0.01,No,Low
No,No,111,30.91,0,No,NY,0.01,No,Low
No,Yes,155,10.47,1,No,OK,0.02,No,Low
No,No,66,35.31,1,No,ME,0.0,No,Low
No,No,64,37.26,1,No,NE,0.03,No,Low
No,No,69,38.59,2,No,OH,0.17,No,Low
No,No,101,43.74,0,No,DC,0.06,No,Low
No,No,15,20.59,2,No,OK,0.08,No,Low
No,No,88,51.26,4,Yes,NJ,0.93,Yes,Critical
No,No,197,39.76,0,No,IA,0.01,No,Low
Yes,No,50,16.93,2,Yes,VA,0.66,Yes,High
No,No,172,28.87,2,No,VA,0.02,No,Low
Yes,Yes,188,33.8,1,Yes,NM,0.9,Yes,Critical
Yes,No,85,19.75,3,No,FL,0.11,No,Low
Yes,No,103,43.5,1,Yes,RI,0.88,Yes,Critical
No,Yes,136,31.91,3,No,NJ,0.01,No,Low
No,Yes,155,33.3,0,No,NE,0.01,No,Low
No,No,145,22.0,2,No,WV,0.0,No,Low
No,Yes,116,37.57,2,No,WY,0.0,No,Low
No,No,152,23.89,2,No,SC,0.05,No,Low
Yes,No,65,47.24,0,Yes,MS,0.73,Yes,High
No,No,180,38.23,3,Yes,ND,0.69,Yes,High
No,No,67,18.55,0,No,IL,0.01,No,Low
No,No,60,35.33,0,No,OR,0.07,No,Low
No,No,44,52.46,4,Yes,IA,0.6,Yes,High
No,No,25,41.24,2,No,ME,0.18,No,Low
No,No,145,39.03,1,No,WY,0.0,No,Low
No,Yes,122,28.22,2,No,WI,0.01,No,Low
No,No,121,24.62,0,Yes,SC,0.73,Yes,High
Yes,No,55,18.04,0,No,DC,0.11,No,Low
No,No,77,37.71,1,No,CT,0.02,No,Low
No,No,12,34.78,2,No,OR,0.0,No,Low
No,No,64,36.3,3,No,OR,0.0,No,Low
No,Yes,92,25.84,2,No,NV,0.06,No,Low
Yes,Yes,125,44.34,1,Yes,MN,0.84,Yes,Critical
No,No,160,28.29,1,No,OK,0.09,No,Low
No,No,79,30.24,0,No,KS,0.01,No,Low
No,No,36,39.97,3,No,RI,0.0,No,Low
Yes,No,138,45.63,1,No,IL,0.11,No,Low
No,No,72,30.58,2,No,WI,0.01,No,Low
No,No,74,53.4,3,Yes,MI,0.97,Yes,Critical
No,Yes,134,27.54,0,No,MI,0.01,No,Low
No,No,145,29.89,1,No,MA,0.01,No,Low
No,No,136,18.6,0,No,AL,0.03,No,Low
Yes,No,66,35.48,3,No,WI,0.04,No,Low
No,Yes,152,36.48,1,No,VT,0.0,No,Low
No,No,162,8.36,1,No,CT,0.02,No,Low
No,No,72,24.02,2,No,OR,0.01,No,Low
No,No,101,43.04,4,No,HI,0.05,No,Low
No,No,125,35.02,0,No,WV,0.01,No,Low
No,No,46,6.87,2,No,RI,0.06,No,Low
No,No,132,49.5,1,Yes,MI,0.91,Yes,Critical
No,Yes,193,12.1,0,No,ME,0.03,No,Low
No,No,63,44.51,0,Yes,WV,0.59,Yes,High
No,No,124,32.52,1,No,NE,0.01,No,Low
No,No,144,22.66,0,No,DC,0.02,No,Low
No,Yes,97,48.13,1,No,NH,0.14,No,Low
No,Yes,137,31.71,2,No,WV,0.11,No,Low
No,Yes,142,27.76,0,No,IL,0.0,No,Low
No,Yes,119,30.28,1,No,NH,0.0,No,Low
No,No,158,33.3,1,No,MI,0.08,No,Low
No,No,50,50.2,1,No,ND,0.19,No,Low
No,No,98,23.14,2,No,LA,0.0,No,Low
No,Yes,101,19.4,2,No,HI,0.02,No,Low
No,No,51,28.78,0,No,WV,0.01,No,Low
No,No,117,36.45,2,No,NC,0.0,No,Low
Yes,No,92,43.49,0,No,PA,0.32,No,Medium
No,No,86,25.19,2,No,MI,0.06,No,Low
No,No,122,20.28,2,No,WY,0.09,No,Low
No,Yes,156,32.69,1,No,NJ,0.04,No,Low
No,No,127,41.68,0,Yes,NJ,0.74,Yes,High
Yes,No,130,36.75,5,Yes,NC,0.96,Yes,Critical
No,No,158,29.31,2,No,NM,0.04,No,Low
Yes,Yes,145,29.8,1,No,MS,0.1,No,Low
Yes,Yes,90,28.73,0,Yes,TX,0.95,Yes,Critical
No,Yes,127,0.44,3,No,OK,0.02,No,Low
No,No,109,31.3,1,No,ID,0.0,No,Low
No,No,88,30.92,1,No,AL,0.0,No,Low
No,Yes,101,27.22,0,No,WY,0.08,No,Low
No,No,21,37.94,1,No,VA,0.04,No,Low
No,Yes,145,36.72,2,No,WV,0.0,No,Low
No,No,33,27.12,1,No,CA,0.01,No,Low
No,Yes,61,17.85,2,Yes,PA,0.65,Yes,High
No,No,107,34.77,3,No,CO,0.03,No,Low
No,No,147,46.58,0,Yes,MD,0.9,Yes,Critical
No,No,95,39.08,1,No,AL,0.01,No,Low
No,No,128,30.5,0,No,MI,0.0,No,Low
No,No,134,1.33,2,No,OH,0.05,No,Low
No,Yes,96,31.13,1,No,IN,0.01,No,Low
No,No,107,35.17,0,No,SC,0.01,No,Low
No,No,123,23.8,2,No,KS,0.01,No,Low
No,No,35,30.46,2,No,OK,0.06,No,Low
Yes,No,137,40.34,0,Yes,IL,0.86,Yes,Critical
No,No,88,30.86,1,No,TN,0.0,No,Low
No,Yes,116,26.47,3,No,NC,0.02,No,Low
No,Yes,123,41.65,2,No,RI,0.09,No,Low
Yes,No,146,18.89,1,No,VA,0.05,No,Low
No,Yes,106,15.05,3,No,KY,0.04,No,Low
No,Yes,121,19.72,1,No,NV,0.02,No,Low
No,No,137,26.44,1,No,WI,0.01,No,Low
No,Yes,67,29.78,1,No,NE,0.03,No,Low
No,No,161,26.3,4,Yes,WI,0.79,Yes,Critical
Yes,Yes,62,37.13,0,Yes,ME,0.89,Yes,Critical
No,Yes,120,38.68,1,No,WY,0.06,No,Low
No,Yes,130,31.45,0,No,IN,0.01,No,Low
No,No,20,31.76,2,No,WI,0.02,No,Low
No,No,112,35.48,0,No,CA,0.01,No,Low
No,No,77,31.6,3,No,IN,0.09,No,Low
No,No,109,37.83,2,No,SC,0.04,No,Low
No,No,108,34.19,3,No,IN,0.03,No,Low
No,Yes,79,28.54,1,No,IA,0.02,No,Low
No,No,38,29.87,5,Yes,MN,0.34,No,Medium
No,Yes,109,18.9,6,Yes,AR,0.82,Yes,Critical
No,No,78,14.91,1,No,MS,0.04,No,Low
No,No,134,41.5,0,No,MN,0.13,No,Low
No,Yes,47,28.05,2,No,WA,0.02,No,Low
No,Yes,59,21.66,0,No,MS,0.01,No,Low
No,No,151,33.12,0,No,ID,0.08,No,Low
No,No,129,9.3,1,No,NC,0.02,No,Low
No,Yes,107,48.18,2,No,VA,0.08,No,Low
Yes,No,137,43.86,0,Yes,MT,0.81,Yes,Critical
No,No,76,15.39,1,No,MI,0.03,No,Low
No,No,24,40.05,0,No,HI,0.07,No,Low
No,No,169,24.23,2,No,NC,0.03,No,Low
No,No,30,9.18,1,No,MN,0.0,No,Low
No,No,70,36.52,3,No,WV,0.0,No,Low
Yes,No,52,42.74,0,Yes,SD,0.91,Yes,Critical
No,No,3,23.63,4,No,HI,0.12,No,Low
No,No,38,19.94,2,No,MS,0.01,No,Low
No,No,104,44.88,3,No,NY,0.02,No,Low
No,No,27,14.04,1,No,LA,0.03,No,Low
No,No,13,37.47,2,No,MA,0.04,No,Low
No,No,52,36.89,2,No,AK,0.0,No,Low
No,Yes,114,21.93,1,No,SD,0.01,No,Low
No,No,156,25.59,1,No,CO,0.01,No,Low
No,No,62,32.22,2,No,WV,0.0,No,Low
No,No,52,21.98,3,No,ME,0.03,No,Low
No,No,146,19.65,1,No,NH,0.03,No,Low
No,Yes,120,37.72,2,No,RI,0.0,No,Low
No,No,90,10.42,1,No,WI,0.0,No,Low
Yes,No,147,31.25,1,No,NM,0.06,No,Low
No,No,159,28.46,0,Yes,WY,0.61,Yes,High
No,Yes,74,26.2,4,No,IL,0.08,No,Low
No,No,87,33.71,2,No,MI,0.0,No,Low
No,No,99,21.81,2,No,VA,0.08,No,Low
No,No,131,31.94,2,No,SD,0.0,No,Low
No,No,89,21.96,5,Yes,AL,0.89,Yes,Critical
Yes,No,123,21.34,4,Yes,MS,0.83,Yes,Critical
No,Yes,130,43.72,1,No,MS,0.04,No,Low
No,No,99,21.18,1,No,HI,0.02,No,Low
No,No,36,29.77,1,No,WV,0.06,No,Low
No,No,87,21.13,3,No,WV,0.0,No,Low
No,No,139,46.17,2,No,WV,0.09,No,Low
No,No,189,37.38,1,No,IN,0.02,No,Low
No,Yes,96,31.16,3,No,NM,0.01,No,Low
No,No,112,17.19,2,No,DE,0.02,No,Low
No,Yes,108,29.17,0,No,NJ,0.0,No,Low
No,Yes,121,36.02,0,No,RI,0.0,No,Low
No,No,116,10.83,1,No,SD,0.02,No,Low
No,No,161,29.48,1,No,NH,0.01,No,Low
Yes,No,19,40.41,0,No,AL,0.27,No,Low
Yes,Yes,119,29.41,0,No,ID,0.02,No,Low
No,No,125,38.23,0,No,MD,0.03,No,Low
No,No,156,40.41,1,No,IN,0.03,No,Low
No,No,109,23.29,2,No,WY,0.01,No,Low
No,No,95,24.23,2,No,NH,0.05,No,Low
No,No,90,24.21,1,No,MN,0.04,No,Low
No,Yes,105,24.99,2,No,MA,0.01,No,Low
No,No,101,37.45,1,No,NH,0.01,No,Low
No,No,95,25.36,1,No,MN,0.04,No,Low
No,No,123,34.75,0,No,IA,0.0,No,Low
No,Yes,141,52.36,1,No,AL,0.06,No,Low
No,Yes,75,35.75,4,No,CA,0.16,No,Low
No,Yes,126,10.01,0,No,MA,0.04,No,Low
No,No,153,38.91,0,No,FL,0.03,No,Low
No,Yes,97,15.3,2,Yes,NH,0.62,Yes,High
No,No,115,24.94,2,No,IN,0.01,No,Low
Yes,No,17,27.68,0,Yes,MA,0.89,Yes,Critical
No,Yes,105,31.77,1,No,NH,0.02,No,Low
No,No,121,14.64,2,No,TX,0.08,No,Low
No,No,125,36.09,2,No,NC,0.01,No,Low
No,No,124,25.67,2,No,CT,0.03,No,Low
No,Yes,123,36.09,3,No,LA,0.03,No,Low
No,No,124,39.85,3,No,NV,0.04,No,Low
No,No,133,30.06,2,No,WV,0.01,No,Low
No,Yes,1,24.92,1,No,SC,0.05,No,Low
No,No,107,44.29,1,No,KS,0.03,No,Low
No,Yes,91,24.84,1,No,NY,0.01,No,Low
Yes,No,178,21.17,2,Yes,MI,0.58,Yes,High
No,No,123,35.6,1,No,MA,0.02,No,Low
No,No,170,48.57,1,Yes,UT,0.88,Yes,Critical
No,No,135,32.45,1,No,HI,0.2,No,Low
No,Yes,134,35.5,2,No,OR,0.06,No,Low
No,No,93,46.09,1,Yes,CT,0.87,Yes,Critical
No,No,138,40.94,0,No,AZ,0.04,No,Low
No,No,159,19.52,0,No,OR,0.02,No,Low
No,Yes,103,23.6,1,No,DE,0.0,No,Low
No,Yes,150,35.67,0,No,MA,0.03,No,Low
No,No,37,22.93,3,No,CT,0.03,No,Low
Yes,No,33,27.88,0,No,AR,0.06,No,Low
No,No,55,41.74,1,No,SD,0.01,No,Low
No,No,107,15.42,2,No,CT,0.01,No,Low
No,No,78,18.46,1,Yes,MS,0.58,Yes,High
No,Yes,85,15.27,4,Yes,MT,0.82,Yes,Critical
No,Yes,61,42.91,2,No,AK,0.07,No,Low
No,Yes,97,31.18,5,No,DE,0.06,No,Low
Yes,No,136,31.18,2,No,OH,0.06,No,Low
No,No,135,26.38,3,No,MN,0.01,No,Low
No,Yes,87,28.19,1,No,CA,0.04,No,Low
No,No,148,47.48,2,Yes,NV,0.95,Yes,Critical
No,No,99,29.6,2,No,SC,0.0,No,Low
No,No,123,29.87,2,No,WV,0.0,No,Low
Yes,No,127,43.61,1,No,NM,0.18,No,Low
No,No,151,28.93,0,No,WY,0.02,No,Low
No,No,185,23.73,1,No,CA,0.05,No,Low
No,No,58,35.72,4,No,WY,0.1,No,Low
No,No,58,29.65,4,No,MA,0.03,No,Low
No,No,108,35.8,0,No,UT,0.0,No,Low
No,No,132,20.66,1,No,MN,0.02,No,Low
No,No,80,21.73,2,No,NE,0.03,No,Low
No,No,110,16.9,2,No,KY,0.01,No,Low
No,No,168,27.78,2,Yes,NY,0.55,Yes,High
No,Yes,125,20.49,1,No,CO,0.01,No,Low
No,No,170,31.3,2,No,DC,0.03,No,Low
No,No,71,31.45,3,No,AK,0.03,No,Low
No,No,124,27.35,1,No,SC,0.04,No,Low
No,No,68,35.29,2,No,KS,0.0,No,Low
No,No,97,35.56,1,No,UT,0.05,No,Low
Yes,No,98,26.93,1,No,IL,0.03,No,Low
No,No,24,25.33,2,Yes,DC,0.57,Yes,High
No,No,136,34.77,0,No,DC,0.01,No,Low
No,No,44,49.1,0,Yes,OK,0.9,Yes,Critical
No,Yes,96,18.46,0,No,KY,0.01,No,Low
No,No,24,26.55,1,No,HI,0.01,No,Low
No,Yes,112,38.28,4,No,SC,0.06,No,Low
Yes,No,117,48.86,1,Yes,GA,0.92,Yes,Critical
No,Yes,137,29.8,0,No,KS,0.0,No,Low
No,No,95,26.84,0,No,UT,0.05,No,Low
No,No,145,41.79,1,Yes,ND,0.89,Yes,Critical
Yes,No,56,30.21,1,No,KY,0.03,No,Low
No,No,133,20.03,0,Yes,OH,0.03,No,Low
No,No,53,20.35,2,No,TX,0.04,No,Low
No,No,123,41.17,5,Yes,WY,0.73,Yes,High
No,No,62,21.88,1,No,WV,0.0,No,Low
No,Yes,55,35.31,1,No,MI,0.0,No,Low
No,No,125,39.66,1,No,NY,0.01,No,Low
No,No,1,30.96,5,Yes,TX,0.77,Yes,Critical
No,Yes,98,28.56,6,Yes,KY,0.79,Yes,Critical
No,No,105,42.77,1,No,SD,0.04,No,Low
No,No,99,43.59,3,Yes,OR,0.85,Yes,Critical
No,No,177,38.73,1,No,WV,0.02,No,Low
No,No,160,39.93,1,Yes,CT,0.84,Yes,Critical
No,Yes,90,21.17,1,No,ND,0.0,No,Low
Yes,No,148,39.7,0,Yes,MI,0.87,Yes,Critical
No,Yes,147,33.54,2,Yes,MT,0.63,Yes,High
No,No,80,25.76,0,No,WV,0.01,No,Low
Yes,No,122,24.87,1,No,AR,0.05,No,Low
No,No,132,33.17,0,No,MT,0.0,No,Low
No,No,83,35.51,1,No,UT,0.02,No,Low
No,No,99,23.07,7,Yes,HI,0.84,Yes,Critical
No,No,84,38.4,3,Yes,KS,0.77,Yes,Critical
No,No,46,20.77,1,No,NY,0.05,No,Low
No,No,87,26.06,2,No,OH,0.01,No,Low
No,No,73,33.12,1,No,KS,0.01,No,Low
No,No,7,35.14,3,No,IN,0.04,No,Low
No,Yes,89,31.96,2,No,OR,0.0,No,Low
Yes,No,131,20.79,3,Yes,NY,0.92,Yes,Critical
No,No,105,44.08,3,No,VA,0.14,No,Low
No,Yes,47,29.39,1,No,ID,0.0,No,Low
No,No,161,33.42,1,No,OR,0.01,No,Low
No,Yes,69,33.13,2,No,AZ,0.01,No,Low
No,Yes,87,44.68,0,No,PA,0.12,No,Low
No,No,71,35.9,0,No,CO,0.01,No,Low
No,No,76,34.68,1,No,KY,0.0,No,Low
No,No,87,37.94,3,No,NJ,0.05,No,Low
No,No,117,20.23,1,No,IL,0.01,No,Low
No,No,177,45.24,3,Yes,WA,0.86,Yes,Critical
No,No,95,22.85,1,No,WV,0.02,No,Low
No,No,66,28.99,2,No,OH,0.1,No,Low
No,No,110,30.35,1,No,MO,0.0,No,Low
No,Yes,133,40.78,5,No,VA,0.06,No,Low
No,No,185,9.45,2,No,FL,0.07,No,Low
No,No,91,18.67,1,No,NY,0.01,No,Low
No,No,131,33.34,2,No,WV,0.0,No,Low
No,No,153,28.36,0,No,LA,0.08,No,Low
No,Yes,132,19.24,2,No,MA,0.03,No,Low
No,No,141,41.28,5,No,AL,0.3,No,Medium
No,No,105,26.61,2,No,ME,0.01,No,Low
No,No,169,45.34,3,Yes,TX,0.72,Yes,High
No,Yes,127,30.94,1,No,ND,0.01,No,Low
No,Yes,123,24.92,0,No,LA,0.02,No,Low
No,Yes,103,18.79,4,Yes,MT,0.8,Yes,Critical
No,No,101,20.16,1,No,OR,0.02,No,Low
No,Yes,123,33.59,2,No,NH,0.03,No,Low
No,Yes,78,35.75,6,No,NE,0.15,No,Low
No,Yes,101,37.45,4,No,WV,0.04,No,Low
No,No,129,25.5,1,No,NV,0.02,No,Low
No,Yes,67,27.49,0,No,MA,0.01,No,Low
No,No,37,32.54,3,No,MI,0.0,No,Low
No,No,173,18.6,1,No,WV,0.0,No,Low
No,No,135,24.5,1,No,KY,0.14,No,Low
No,Yes,75,42.31,1,No,NJ,0.02,No,Low
No,No,88,14.57,4,Yes,ME,0.86,Yes,Critical
No,No,112,36.52,3,No,TX,0.03,No,Low
No,No,113,27.01,0,No,MN,0.04,No,Low
No,Yes,121,18.7,2,No,VA,0.02,No,Low
No,No,90,24.75,0,No,MD,0.04,No,Low
No,No,39,15.86,0,No,RI,0.04,No,Low
No,No,176,34.32,1,No,MD,0.01,No,Low
No,No,105,24.89,1,No,NM,0.0,No,Low
No,No,57,46.36,2,Yes,MN,0.87,Yes,Critical
No,No,110,3.21,1,No,MI,0.04,No,Low
No,No,95,32.33,0,No,AL,0.0,No,Low
No,No,147,22.2,3,No,MI,0.02,No,Low
No,No,101,26.93,4,Yes,SC,0.76,Yes,Critical
No,No,115,28.31,1,No,MS,0.0,No,Low
No,No,103,21.98,2,No,MS,0.02,No,Low
No,No,82,33.88,0,No,CA,0.02,No,Low
No,No,141,31.47,0,No,MD,0.03,No,Low
No,No,149,29.82,2,No,ND,0.0,No,Low
No,No,119,16.01,1,No,SD,0.01,No,Low
No,No,112,32.2,3,No,AL,0.0,No,Low
No,Yes,116,20.06,2,No,NV,0.03,No,Low
No,No,94,36.06,3,No,LA,0.02,No,Low
No,No,90,37.74,2,No,VA,0.0,No,Low
No,Yes,114,37.88,0,No,DE,0.0,No,Low
No,Yes,63,32.3,1,No,CT,0.01,No,Low
No,Yes,122,33.22,3,No,MA,0.0,No,Low
No,No,62,17.0,0,No,WA,0.0,No,Low
No,Yes,78,27.3,2,No,SC,0.0,No,Low
No,Yes,148,26.98,1,No,IN,0.0,No,Low
No,No,154,26.27,3,Yes,MD,0.09,No,Low
No,Yes,110,32.69,1,No,NV,0.01,No,Low
No,No,75,51.87,0,Yes,TX,0.95,Yes,Critical
No,Yes,84,32.81,2,No,ND,0.03,No,Low
No,No,113,12.33,1,No,WV,0.01,No,Low
No,Yes,181,17.88,2,No,CO,0.05,No,Low
No,No,51,30.69,2,No,TX,0.03,No,Low
No,Yes,102,36.5,0,No,FL,0.1,No,Low
No,No,107,14.76,1,No,AL,0.05,No,Low
No,No,88,22.36,5,Yes,WV,0.88,Yes,Critical
No,No,82,23.02,0,No,MI,0.0,No,Low
No,No,204,29.63,6,No,NY,0.04,No,Low
No,No,174,40.04,0,No,MO,0.04,No,Low
No,No,129,26.69,2,No,AR,0.02,No,Low
Yes,No,190,19.02,3,No,MS,0.13,No,Low
Yes,No,54,40.17,3,No,NY,0.13,No,Low
No,No,78,27.81,0,No,SD,0.01,No,Low
No,Yes,100,36.31,1,No,AK,0.02,No,Low
No,Yes,70,24.38,3,No,WV,0.01,No,Low
No,No,117,16.51,1,No,VA,0.03,No,Low
No,No,68,16.0,0,No,MS,0.0,No,Low
No,No,27,38.47,2,Yes,SD,0.86,Yes,Critical
No,No,91,22.75,1,No,MN,0.02,No,Low
No,Yes,181,32.35,1,No,AL,0.01,No,Low
No,Yes,118,50.13,3,No,CO,0.03,No,Low
No,No,112,31.52,2,No,ME,0.03,No,Low
No,No,93,30.52,0,No,GA,0.0,No,Low
No,No,102,26.86,0,No,AZ,0.0,No,Low
No,No,93,29.41,0,No,MA,0.0,No,Low
No,Yes,107,22.81,1,No,AZ,0.04,No,Low
No,No,115,33.3,2,No,DE,0.01,No,Low
No,Yes,63,36.41,0,No,WI,0.03,No,Low
No,Yes,119,22.44,1,No,DC,0.0,No,Low
No,No,73,26.79,1,No,GA,0.02,No,Low
No,Yes,98,18.75,2,No,HI,0.02,No,Low
Yes,No,139,27.46,0,No,VA,0.15,No,Low
No,Yes,31,29.21,1,No,NY,0.01,No,Low
No,Yes,129,35.87,1,No,PA,0.01,No,Low
No,No,115,23.68,7,Yes,AR,0.93,Yes,Critical
No,No,108,49.57,2,Yes,HI,0.98,Yes,Critical
No,No,102,39.92,4,No,WV,0.05,No,Low
No,No,149,31.89,1,No,OK,0.02,No,Low
No,Yes,131,30.11,1,No,ND,0.05,No,Low
No,No,83,20.04,0,No,MO,0.0,No,Low
No,Yes,96,42.09,2,No,AR,0.04,No,Low
No,No,98,28.88,1,No,GA,0.02,No,Low
No,No,3,31.45,3,No,TN,0.03,No,Low
No,Yes,77,34.83,0,No,MA,0.0,No,Low
No,Yes,75,38.34,3,No,ND,0.01,No,Low
No,No,40,28.85,4,Yes,IA,0.79,Yes,Critical
No,No,16,27.52,3,No,AL,0.01,No,Low
No,Yes,115,22.66,2,No,NY,0.03,No,Low
No,Yes,108,29.02,3,No,PA,0.03,No,Low
No,No,107,32.25,5,No,VT,0.28,No,Low
No,No,161,54.79,2,Yes,NC,0.94,Yes,Critical
No,No,147,21.15,2,No,CT,0.02,No,Low
No,No,107,24.97,3,No,MO,0.01,No,Low
No,No,58,22.42,3,No,AK,0.02,No,Low
No,No,91,25.02,2,No,LA,0.0,No,Low
No,No,13,24.33,2,No,AL,0.0,No,Low
No,Yes,93,40.32,1,No,MA,0.01,No,Low
No,No,95,31.31,2,No,DE,0.0,No,Low
No,No,104,18.55,3,No,SC,0.05,No,Low
No,No,35,23.48,5,Yes,NH,0.83,Yes,Critical
No,No,62,31.76,3,No,LA,0.01,No,Low
No,No,143,26.42,1,No,MS,0.02,No,Low
Yes,No,60,35.0,0,Yes,WA,0.77,Yes,Critical
No,No,41,35.22,1,No,SC,0.04,No,Low
No,No,56,37.72,0,Yes,ME,0.28,No,Low
No,No,94,37.54,2,No,AZ,0.02,No,Low
No,Yes,73,29.53,2,No,CT,0.14,No,Low
Yes,No,127,24.34,4,Yes,AR,0.84,Yes,Critical
No,No,33,31.35,3,No,RI,0.01,No,Low
No,No,148,36.75,2,No,NV,0.03,No,Low
No,No,81,22.08,0,No,UT,0.03,No,Low
No,Yes,122,39.12,2,No,NC,0.04,No,Low
No,No,52,34.75,1,No,MI,0.01,No,Low
