customerID,Contract,PaymentMethod,tenure,InternetService,OnlineSecurity,TechSupport,MonthlyCharges,Churn,churn_probability,predicted_churn,risk_tier
3197-ARFOY,Month-to-month,Mailed check,19,Fiber optic,Yes,Yes,105.0,No,0.56,Yes,High
6323-AYBRX,Two year,Mailed check,59,No,No internet service,No internet service,19.35,Yes,0.66,Yes,High
7014-ZZXAW,Two year,Credit card (automatic),71,No,No internet service,No internet service,24.25,No,0.0,No,Low
4385-GZQXV,Month-to-month,Electronic check,16,Fiber optic,No,Yes,94.45,Yes,0.86,Yes,Critical
7633-MVPUY,Two year,Electronic check,57,DSL,Yes,Yes,59.75,No,0.02,No,Low
6366-ZGQGL,Month-to-month,Bank transfer (automatic),1,DSL,No,No,24.8,Yes,0.77,Yes,Critical
4716-HHKQH,Month-to-month,Electronic check,20,Fiber optic,No,Yes,107.05,No,0.21,No,Low
5940-AHUHD,Month-to-month,Mailed check,1,Fiber optic,No,No,70.6,Yes,0.9125,Yes,Critical
6432-TWQLB,Month-to-month,Electronic check,5,Fiber optic,No,Yes,85.4,Yes,0.9,Yes,Critical
4484-GLZOU,Month-to-month,Electronic check,52,Fiber optic,No,No,105.05,Yes,0.73,Yes,High
3179-GBRWV,Month-to-month,Bank transfer (automatic),21,DSL,Yes,No,64.95,No,0.2,No,Low
8645-KWHJO,Month-to-month,Electronic check,14,DSL,No,Yes,55.0,No,0.16,No,Low
4130-MZLCC,Month-to-month,Bank transfer (automatic),5,DSL,No,No,50.55,No,0.07,No,Low
0314-TKOSI,Month-to-month,Mailed check,6,DSL,Yes,No,55.15,No,0.08,No,Low
8229-MYEJZ,Month-to-month,Electronic check,10,DSL,No,No,51.2,No,0.06,No,Low
2080-SRCDE,Month-to-month,Mailed check,1,No,No internet service,No internet service,25.4,No,0.03,No,Low
9577-WJVCQ,Month-to-month,Mailed check,68,DSL,Yes,No,54.45,No,0.01,No,Low
9512-UIBFX,Month-to-month,Mailed check,18,Fiber optic,No,No,95.15,Yes,0.46,No,Medium
6202-DYYFX,One year,Credit card (automatic),22,Fiber optic,No,No,76.0,No,0.07,No,Low
3808-HFKDE,Month-to-month,Electronic check,20,DSL,No,No,44.35,No,0.14,No,Low
5583-SXDAG,Month-to-month,Electronic check,1,Fiber optic,No,No,70.0,Yes,0.92,Yes,Critical
3488-PGMQJ,Month-to-month,Electronic check,8,Fiber optic,No,No,74.5,Yes,0.89,Yes,Critical
3580-REOAC,Month-to-month,Credit card (automatic),10,DSL,No,No,44.85,Yes,0.68,Yes,High
7534-BFESC,Month-to-month,Electronic check,24,Fiber optic,No,No,76.1,Yes,0.51,Yes,Medium
3727-OWVYD,One year,Mailed check,35,DSL,Yes,No,61.2,No,0.04,No,Low
2294-SALNE,One year,Mailed check,23,Fiber optic,No,Yes,86.8,No,0.04,No,Low
4847-TAJYI,Month-to-month,Electronic check,6,Fiber optic,No,No,89.35,No,0.38,No,Medium
1563-IWQEX,Month-to-month,Mailed check,12,No,No internet service,No internet service,19.7,No,0.0,No,Low
8203-XJZRC,Month-to-month,Mailed check,1,No,No internet service,No internet service,20.25,No,0.06614285714285714,No,Low
6556-DBKZF,Two year,Electronic check,71,Fiber optic,No,No,76.05,No,0.07,No,Low
6851-WEFYX,Month-to-month,Electronic check,35,Fiber optic,No,No,100.8,No,0.35,No,Medium
2985-JUUBZ,Month-to-month,Electronic check,40,DSL,No,No,74.55,No,0.11,No,Low
6390-DSAZX,Month-to-month,Mailed check,1,Fiber optic,Yes,No,73.6,Yes,0.83,Yes,Critical
0895-LMRSF,One year,Bank transfer (automatic),23,DSL,No,No,64.9,No,0.24,No,Low
8098-LLAZX,Month-to-month,Electronic check,4,Fiber optic,No,No,95.45,Yes,0.97,Yes,Critical
8266-VBFQL,Month-to-month,Electronic check,4,Fiber optic,No,Yes,90.4,No,0.63,Yes,High
8181-YHCMF,Two year,Credit card (automatic),68,DSL,No,Yes,60.3,No,0.0,No,Low
2240-HSJQD,Month-to-month,Mailed check,38,Fiber optic,No,No,81.85,No,0.05,No,Low
1248-DYXUB,Two year,Mailed check,52,No,No internet service,No internet service,24.8,No,0.0,No,Low
0265-EDXBD,Month-to-month,Electronic check,32,Fiber optic,No,No,74.9,Yes,0.75,Yes,Critical
4115-BNPJY,Two year,Mailed check,29,DSL,No,Yes,75.55,No,0.02,No,Low
3167-SNQPL,Month-to-month,Electronic check,38,Fiber optic,No,No,101.15,No,0.16,No,Low
4091-TVOCN,One year,Credit card (automatic),48,DSL,Yes,No,78.75,No,0.04,No,Low
1098-TDVUQ,Month-to-month,Bank transfer (automatic),1,No,No internet service,No internet service,19.25,No,0.11,No,Low
7277-OZCGZ,Month-to-month,Electronic check,22,Fiber optic,Yes,Yes,89.05,No,0.3,No,Medium
1557-EMYVT,Two year,Credit card (automatic),43,Fiber optic,Yes,Yes,115.05,No,0.03,No,Low
2799-ARNLO,Month-to-month,Electronic check,5,Fiber optic,No,No,69.35,No,0.11,No,Low
7563-BIUPC,Month-to-month,Electronic check,5,Fiber optic,No,No,80.6,Yes,0.85,Yes,Critical
5027-YOCXN,One year,Credit card (automatic),51,Fiber optic,Yes,Yes,110.05,No,0.2,No,Low
3973-SKMLN,Two year,Credit card (automatic),71,No,No internet service,No internet service,19.9,No,0.0,No,Low
2321-OMBXY,One year,Credit card (automatic),38,DSL,Yes,Yes,80.3,Yes,0.69,Yes,High
2840-XANRC,Month-to-month,Electronic check,24,Fiber optic,No,No,93.15,Yes,0.77,Yes,Critical
6745-JEFZB,Month-to-month,Credit card (automatic),35,Fiber optic,No,Yes,91.5,No,0.13,No,Low
5020-ZSTTY,One year,Bank transfer (automatic),54,DSL,Yes,Yes,82.45,Yes,0.7,Yes,High
9880-TDQAC,Two year,Electronic check,72,DSL,No,Yes,60.0,No,0.03,No,Low
8705-WZCYL,Month-to-month,Electronic check,1,DSL,No,No,44.8,No,0.11,No,Low
7102-JJVTX,One year,Mailed check,9,DSL,Yes,No,48.6,No,0.02,No,Low
8626-PTQGE,Two year,Bank transfer (automatic),69,DSL,Yes,Yes,60.05,No,0.01,No,Low
4983-CLMLV,Month-to-month,Credit card (automatic),52,Fiber optic,No,Yes,102.7,No,0.22,No,Low
5701-YVSVF,Month-to-month,Electronic check,11,Fiber optic,No,Yes,82.9,No,0.2,No,Low
5804-LEPIM,Month-to-month,Electronic check,2,Fiber optic,No,No,70.35,Yes,0.9,Yes,Critical
5697-GOMBF,Month-to-month,Electronic check,28,DSL,No,No,35.9,No,0.07,No,Low
2739-CACDQ,Month-to-month,Credit card (automatic),17,Fiber optic,No,No,82.65,No,0.09,No,Low
9385-EHGDO,Two year,Mailed check,35,No,No internet service,No internet service,19.85,No,0.01,No,Low
9498-FIMXL,One year,Mailed check,8,No,No internet service,No internet service,19.2,No,0.02,No,Low
2379-GYFLQ,One year,Credit card (automatic),46,Fiber optic,No,No,94.9,No,0.04,No,Low
0122-OAHPZ,Month-to-month,Electronic check,7,Fiber optic,No,No,73.85,Yes,0.89,Yes,Critical
2868-SNELZ,Month-to-month,Mailed check,2,Fiber optic,No,No,80.6,Yes,0.8866666666666667,Yes,Critical
4322-RCYMT,One year,Bank transfer (automatic),68,DSL,No,Yes,75.8,Yes,0.73,Yes,High
6680-NENYN,Two year,Electronic check,43,Fiber optic,No,No,104.6,Yes,0.73,Yes,High
2088-IEBAU,Two year,Electronic check,68,DSL,Yes,Yes,88.15,No,0.03,No,Low
7982-VCELR,Month-to-month,Credit card (automatic),36,Fiber optic,No,No,94.8,No,0.15,No,Low
1343-EHPYB,Month-to-month,Electronic check,63,Fiber optic,No,No,103.4,Yes,0.69,Yes,High
6035-BXTTY,Month-to-month,Bank transfer (automatic),32,DSL,No,Yes,54.65,No,0.02,No,Low
6885-PKOAM,Two year,Credit card (automatic),71,DSL,Yes,Yes,85.75,No,0.0,No,Low
7520-HQWJU,Month-to-month,Bank transfer (automatic),66,DSL,Yes,No,67.45,No,0.06,No,Low
9639-BUJXT,One year,Mailed check,63,No,No internet service,No internet service,20.5,No,0.02,No,Low
5924-SNGKP,One year,Credit card (automatic),41,No,No internet service,No internet service,20.25,No,0.0,No,Low
0021-IKXGC,Month-to-month,Electronic check,1,Fiber optic,No,No,72.1,No,0.37,No,Medium
2034-GDRCN,Month-to-month,Electronic check,2,Fiber optic,No,No,90.4,Yes,0.94,Yes,Critical
8966-SNIZF,Two year,Bank transfer (automatic),70,No,No internet service,No internet service,19.45,No,0.0,No,Low
6243-OZGFH,Month-to-month,Electronic check,23,DSL,No,No,44.95,No,0.11,No,Low
4654-DLAMQ,One year,Bank transfer (automatic),64,Fiber optic,Yes,No,97.0,No,0.04,No,Low
0513-RBGPE,Two year,Credit card (automatic),37,DSL,Yes,Yes,62.8,No,0.01,No,Low
5160-UXJED,One year,Mailed check,17,DSL,No,No,44.6,No,0.06,No,Low
4115-NZRKS,Month-to-month,Electronic check,7,Fiber optic,No,No,89.15,No,0.42,No,Medium
0219-YTZUE,Month-to-month,Bank transfer (automatic),4,Fiber optic,No,No,84.8,Yes,0.92,Yes,Critical
0623-IIHUG,Month-to-month,Electronic check,21,DSL,Yes,No,41.9,Yes,0.75,Yes,Critical
4572-DVCGN,Month-to-month,Bank transfer (automatic),10,Fiber optic,No,No,80.25,Yes,0.89,Yes,Critical
3351-NGXYI,Month-to-month,Electronic check,16,DSL,Yes,No,54.1,No,0.14,No,Low
8984-EYLLL,Two year,Electronic check,64,Fiber optic,No,Yes,105.25,No,0.03,No,Low
9057-MSWCO,Month-to-month,Credit card (automatic),27,DSL,Yes,No,30.75,Yes,0.74,Yes,High
9833-TGFHX,One year,Electronic check,42,Fiber optic,Yes,No,97.1,No,0.07,No,Low
9294-TDIPC,Month-to-month,Mailed check,5,No,No internet service,No internet service,20.2,No,0.0,No,Low
5229-DTFYB,Two year,Bank transfer (automatic),41,Fiber optic,No,Yes,98.8,No,0.04,No,Low
0104-PPXDV,One year,Credit card (automatic),58,DSL,No,No,50.3,No,0.05,No,Low
5176-LMJXE,Two year,Mailed check,47,No,No internet service,No internet service,20.55,No,0.0,No,Low
3583-KRKMD,Month-to-month,Bank transfer (automatic),18,Fiber optic,No,Yes,75.9,No,0.06,No,Low
1010-DIAUQ,Month-to-month,Bank transfer (automatic),5,Fiber optic,No,No,96.5,Yes,0.91,Yes,Critical
9069-LGEUL,Month-to-month,Bank transfer (automatic),23,DSL,Yes,No,59.95,No,0.05,No,Low
7302-ZHMHP,Month-to-month,Mailed check,1,No,No internet service,No internet service,19.15,No,0.10099999999999999,No,Low
9571-EDEBV,One year,Credit card (automatic),71,Fiber optic,No,No,98.65,No,0.14,No,Low
3520-FJGCV,Two year,Credit card (automatic),72,Fiber optic,Yes,Yes,112.6,No,0.0,No,Low
6563-VRERX,One year,Mailed check,33,No,No internet service,No internet service,20.6,No,0.0,No,Low
0259-GBZSH,Month-to-month,Electronic check,2,Fiber optic,No,No,85.65,Yes,0.91,Yes,Critical
6122-EFVKN,Two year,Mailed check,24,DSL,Yes,Yes,35.75,No,0.01,No,Low
2805-EDJPQ,One year,Credit card (automatic),56,Fiber optic,No,Yes,99.75,No,0.01,No,Low
6862-CQUMB,Month-to-month,Credit card (automatic),37,Fiber optic,No,No,96.1,No,0.12,No,Low
7156-MXBJE,One year,Credit card (automatic),43,DSL,No,Yes,85.1,No,0.03,No,Low
6158-HDPXZ,Month-to-month,Mailed check,1,DSL,No,No,25.35,No,0.55,Yes,High
9601-BRXPO,Month-to-month,Bank transfer (automatic),25,Fiber optic,No,Yes,104.95,Yes,0.92,Yes,Critical
2863-IMQDR,Two year,Electronic check,61,DSL,Yes,Yes,89.65,No,0.02,No,Low
5686-CMAWK,One year,Electronic check,17,Fiber optic,No,Yes,86.75,No,0.06,No,Low
5651-CRHKQ,One year,Bank transfer (automatic),41,Fiber optic,No,Yes,86.2,No,0.01,No,Low
6905-NIQIN,Month-to-month,Mailed check,1,DSL,No,No,50.65,Yes,0.78,Yes,Critical
8204-YJCLA,Two year,Bank transfer (automatic),72,DSL,Yes,Yes,64.8,No,0.01,No,Low
5167-ZFFMM,Month-to-month,Credit card (automatic),1,Fiber optic,No,No,90.85,Yes,0.94,Yes,Critical
6583-SZVGP,Two year,Bank transfer (automatic),48,Fiber optic,No,No,108.1,No,0.27,No,Low
4895-TMWIR,Month-to-month,Mailed check,11,No,No internet service,No internet service,19.95,Yes,0.76,Yes,Critical
0533-BNWKF,Month-to-month,Electronic check,55,Fiber optic,No,No,85.45,Yes,0.73,Yes,High
1708-PBBOA,One year,Electronic check,42,DSL,Yes,Yes,54.75,No,0.03,No,Low
8782-LKFPK,Month-to-month,Mailed check,44,Fiber optic,No,No,90.4,No,0.15,No,Low
5522-JBWMO,Month-to-month,Electronic check,1,DSL,No,No,44.0,No,0.26,No,Low
3597-MVHJT,Month-to-month,Bank transfer (automatic),27,Fiber optic,No,No,95.6,No,0.24,No,Low
9774-NRNAU,Month-to-month,Bank transfer (automatic),27,DSL,No,Yes,84.8,No,0.08,No,Low
0224-RLWWD,Month-to-month,Electronic check,2,DSL,No,No,44.3,No,0.23,No,Low
9967-ATRFS,Month-to-month,Mailed check,19,No,No internet service,No internet service,19.9,No,0.0,No,Low
3951-NJCVI,Month-to-month,Electronic check,42,Fiber optic,No,No,95.05,No,0.23,No,Low
2977-CEBSX,Two year,Credit card (automatic),66,DSL,Yes,Yes,90.05,No,0.0,No,Low
0177-PXBAT,Month-to-month,Bank transfer (automatic),33,Fiber optic,Yes,Yes,109.9,No,0.13,No,Low
6599-CEBNN,Month-to-month,Credit card (automatic),34,Fiber optic,No,No,73.95,Yes,0.88,Yes,Critical
2519-ERQOJ,Month-to-month,Electronic check,33,DSL,No,Yes,54.6,No,0.1,No,Low
5876-QMYLD,One year,Mailed check,23,No,No internet service,No internet service,20.05,No,0.0,No,Low
2277-AXSDC,One year,Bank transfer (automatic),32,No,No internet service,No internet service,19.75,No,0.0,No,Low
9442-JTWDL,One year,Credit card (automatic),11,No,No internet service,No internet service,20.05,No,0.0,No,Low
0979-PHULV,Month-to-month,Credit card (automatic),69,Fiber optic,No,No,99.45,Yes,0.42,No,Medium
3067-SVMTC,One year,Bank transfer (automatic),68,DSL,Yes,Yes,55.9,No,0.0,No,Low
5495-GPSRW,Two year,Mailed check,20,No,No internet service,No internet service,19.7,No,0.0,No,Low
7606-BPHHN,Two year,Credit card (automatic),72,No,No internet service,No internet service,19.8,No,0.0,No,Low
4742-DRORA,One year,Bank transfer (automatic),60,Fiber optic,Yes,No,95.4,No,0.08,No,Low
0111-KLBQG,Month-to-month,Mailed check,32,Fiber optic,No,No,93.95,No,0.17,No,Low
4800-VHZKI,Month-to-month,Mailed check,1,No,No internet service,No internet service,19.9,Yes,0.9141666666666667,Yes,Critical
7989-CHGTL,Month-to-month,Mailed check,1,No,No internet service,No internet service,19.6,Yes,0.715,Yes,High
0334-GDDSO,Month-to-month,Electronic check,3,Fiber optic,No,No,81.35,Yes,0.97,Yes,Critical
4163-NCJAK,One year,Bank transfer (automatic),46,No,No internet service,No internet service,24.45,No,0.01,No,Low
5233-AOZUF,Month-to-month,Electronic check,29,Fiber optic,No,No,74.95,No,0.11,No,Low
5973-EJGDP,Month-to-month,Electronic check,51,Fiber optic,No,Yes,87.35,No,0.18,No,Low
1996-DBMUS,Month-to-month,Bank transfer (automatic),48,Fiber optic,No,No,70.65,No,0.24,No,Low
7916-VCCPB,Month-to-month,Bank transfer (automatic),16,Fiber optic,No,No,73.25,No,0.1,No,Low
4686-GEFRM,Two year,Bank transfer (automatic),70,Fiber optic,No,Yes,98.7,No,0.1,No,Low
5249-QYHEX,Two year,Mailed check,40,No,No internet service,No internet service,24.8,No,0.04,No,Low
0578-SKVMF,Month-to-month,Electronic check,22,Fiber optic,No,No,83.3,Yes,0.76,Yes,Critical
5564-NEMQO,Month-to-month,Bank transfer (automatic),1,Fiber optic,No,No,75.3,Yes,0.91,Yes,Critical
2233-FAGXV,Month-to-month,Mailed check,5,No,No internet service,No internet service,24.3,No,0.09,No,Low
5605-IYGFG,Month-to-month,Bank transfer (automatic),7,Fiber optic,No,No,69.85,No,0.26,No,Low
7663-ZTEGJ,One year,Credit card (automatic),29,Fiber optic,No,Yes,100.55,No,0.08,No,Low
3935-TBRZZ,One year,Mailed check,44,No,No internet service,No internet service,25.7,No,0.0,No,Low
8111-BKVDS,Month-to-month,Bank transfer (automatic),10,DSL,Yes,No,40.7,No,0.08,No,Low
2055-SIFSS,Month-to-month,Bank transfer (automatic),55,DSL,No,No,51.65,No,0.03,No,Low
2806-MLNTI,One year,Bank transfer (automatic),52,Fiber optic,No,No,105.1,No,0.08,No,Low
8734-DKSTZ,Month-to-month,Electronic check,10,Fiber optic,No,No,85.95,No,0.28,No,Low
4360-PNRQB,Month-to-month,Bank transfer (automatic),18,Fiber optic,No,No,75.6,No,0.31,No,Medium
6152-ONASV,One year,Bank transfer (automatic),68,DSL,Yes,Yes,58.25,No,0.0,No,Low
9063-ZGTUY,Month-to-month,Mailed check,61,No,No internet service,No internet service,19.4,Yes,0.79,Yes,Critical
7781-HVGMK,Two year,Credit card (automatic),72,DSL,Yes,Yes,65.2,No,0.0,No,Low
2181-UAESM,Month-to-month,Electronic check,2,DSL,Yes,No,53.45,No,0.09,No,Low
2957-LOLHO,Month-to-month,Bank transfer (automatic),12,DSL,No,No,45.4,Yes,0.67,Yes,High
6048-NJXHX,Two year,Electronic check,41,No,No internet service,No internet service,19.75,No,0.0,No,Low
2320-SLKMB,Month-to-month,Credit card (automatic),26,DSL,No,Yes,44.45,No,0.08,No,Low
4980-URKXC,One year,Bank transfer (automatic),36,No,No internet service,No internet service,20.85,No,0.02,No,Low
4376-KFVRS,Two year,Credit card (automatic),72,Fiber optic,Yes,Yes,114.05,No,0.0,No,Low
5886-VLQVU,Month-to-month,Bank transfer (automatic),35,Fiber optic,No,Yes,89.85,No,0.07,No,Low
3577-AMVUX,Month-to-month,Mailed check,1,DSL,No,Yes,55.05,No,0.19,No,Low
0771-WLCLA,Month-to-month,Electronic check,16,Fiber optic,Yes,Yes,112.95,No,0.16,No,Low
5628-RKIFK,Month-to-month,Credit card (automatic),49,Fiber optic,Yes,No,101.55,No,0.14,No,Low
0206-TBWLC,One year,Mailed check,54,Fiber optic,Yes,Yes,114.65,No,0.06,No,Low
2937-FTHUR,Month-to-month,Electronic check,18,DSL,Yes,No,64.8,No,0.1,No,Low
1910-FMXJM,Month-to-month,Electronic check,36,Fiber optic,No,No,80.4,No,0.23,No,Low
7752-XUSCI,Month-to-month,Electronic check,60,Fiber optic,No,No,105.9,Yes,0.73,Yes,High
4110-PFEUZ,Month-to-month,Mailed check,1,Fiber optic,No,No,69.55,Yes,0.99,Yes,Critical
0732-OCQOC,Two year,Bank transfer (automatic),52,No,No internet service,No internet service,25.05,No,0.01,No,Low
5168-MSWXT,Month-to-month,Electronic check,8,Fiber optic,No,No,94.75,No,0.31,No,Medium
1090-ESELR,Two year,Bank transfer (automatic),72,Fiber optic,Yes,Yes,105.5,No,0.02,No,Low
8592-PLTMQ,One year,Mailed check,64,No,No internet service,No internet service,24.7,No,0.02,No,Low
5760-WRAHC,Month-to-month,Mailed check,22,DSL,Yes,Yes,69.75,No,0.03,No,Low
8847-GEOOQ,Month-to-month,Bank transfer (automatic),60,DSL,No,Yes,60.2,No,0.02,No,Low
0256-LTHVJ,Month-to-month,Electronic check,28,Fiber optic,No,No,81.05,Yes,0.49,No,Medium
4785-FCIFB,Two year,Mailed check,61,No,No internet service,No internet service,24.4,No,0.0,No,Low
8313-NDOIA,Month-to-month,Electronic check,24,Fiber optic,No,No,104.15,No,0.25,No,Low
5149-CUZUJ,One year,Bank transfer (automatic),28,Fiber optic,No,Yes,92.9,No,0.05,No,Low
0942-KOWSM,Two year,Bank transfer (automatic),30,DSL,No,Yes,80.8,No,0.0,No,Low
4237-CLSMM,Month-to-month,Mailed check,2,No,No internet service,No internet service,20.0,No,0.21,No,Low
1452-VOQCH,Month-to-month,Electronic check,1,Fiber optic,No,No,75.1,No,0.36,No,Medium
4719-UMSIY,Month-to-month,Mailed check,6,No,No internet service,No internet service,19.65,No,0.0,No,Low
6614-VBEGU,Month-to-month,Bank transfer (automatic),24,DSL,No,No,69.45,No,0.06,No,Low
0880-TKATG,Month-to-month,Electronic check,4,Fiber optic,No,No,101.15,Yes,0.91,Yes,Critical
3811-VBYBZ,Month-to-month,Electronic check,7,Fiber optic,No,No,99.8,Yes,0.96,Yes,Critical
1480-BKXGA,Two year,Bank transfer (automatic),72,Fiber optic,Yes,Yes,116.05,No,0.0,No,Low
2996-XAUVF,Two year,Mailed check,70,DSL,No,Yes,40.05,No,0.02,No,Low
9076-AXYIK,Two year,Electronic check,64,Fiber optic,No,Yes,102.1,No,0.01,No,Low
5968-XQIVE,One year,Electronic check,72,Fiber optic,No,No,89.7,No,0.09,No,Low
8896-RAZCR,Two year,Mailed check,44,No,No internet service,No internet service,19.9,No,0.01,No,Low
4640-UHDOS,Month-to-month,Electronic check,13,DSL,No,No,55.95,Yes,0.3,No,Medium
4933-IKULF,One year,Mailed check,17,No,No internet service,No internet service,20.65,No,0.01,No,Low
3583-EKAPL,Month-to-month,Electronic check,1,DSL,No,No,55.0,Yes,0.84,Yes,Critical
1304-BCCFO,Month-to-month,Mailed check,9,DSL,No,No,70.05,No,0.2,No,Low
4104-PVRPS,Month-to-month,Mailed check,24,DSL,Yes,Yes,53.6,No,0.0,No,Low
9399-APLBT,Month-to-month,Electronic check,1,Fiber optic,No,No,74.7,Yes,0.94,Yes,Critical
2359-KMGLI,Month-to-month,Electronic check,24,Fiber optic,No,No,80.25,Yes,0.97,Yes,Critical
3780-DDGSE,Month-to-month,Electronic check,35,DSL,No,Yes,76.05,No,0.13,No,Low
4431-EDMIQ,Month-to-month,Electronic check,7,DSL,Yes,Yes,75.7,No,0.05,No,Low
0306-JAELE,Month-to-month,Electronic check,5,Fiber optic,No,Yes,96.1,Yes,0.83,Yes,Critical
6227-HWPWX,Month-to-month,Bank transfer (automatic),15,Fiber optic,No,No,69.0,Yes,0.35,No,Medium
0486-LGCCH,Two year,Mailed check,11,No,No internet service,No internet service,19.65,No,0.0,No,Low
0447-BEMNG,Month-to-month,Bank transfer (automatic),48,DSL,Yes,No,45.3,Yes,0.11,No,Low
4612-SSVHJ,Month-to-month,Electronic check,20,Fiber optic,No,No,81.45,No,0.07,No,Low
5168-MQQCA,One year,Bank transfer (automatic),72,Fiber optic,No,Yes,108.5,No,0.04,No,Low
5949-XIKAE,Month-to-month,Electronic check,8,Fiber optic,No,No,83.55,Yes,0.83,Yes,Critical
7971-HLVXI,Two year,Credit card (automatic),72,Fiber optic,No,No,84.5,No,0.11,No,Low
9094-AZPHK,Month-to-month,Electronic check,15,Fiber optic,No,No,100.15,No,0.38,No,Medium
3649-JPUGY,Two year,Bank transfer (automatic),72,DSL,No,Yes,88.6,No,0.0,No,Low
4472-LVYGI,Two year,Bank transfer (automatic),0,DSL,Yes,Yes,52.55,No,0.07,No,Low
8372-JUXUI,Month-to-month,Electronic check,1,Fiber optic,No,No,74.35,Yes,0.92,Yes,Critical
3552-CTCYF,Two year,Bank transfer (automatic),63,Fiber optic,No,No,104.8,No,0.09,No,Low
6778-YSNIH,Month-to-month,Electronic check,2,DSL,No,No,59.0,No,0.22,No,Low
0388-EOPEX,Month-to-month,Electronic check,2,Fiber optic,Yes,No,74.4,Yes,0.64,Yes,High
5756-OZRIO,One year,Bank transfer (automatic),61,DSL,No,No,64.05,No,0.05,No,Low
6579-JPICP,Month-to-month,Mailed check,1,No,No internet service,No internet service,20.4,No,0.02,No,Low
8205-OTCHB,One year,Bank transfer (automatic),22,DSL,No,No,43.75,Yes,0.64,Yes,High
4134-BSXLX,Month-to-month,Mailed check,28,DSL,Yes,Yes,60.9,No,0.0,No,Low
0505-SPOOW,Two year,Bank transfer (automatic),70,No,No internet service,No internet service,19.8,No,0.0,No,Low
6235-VDHOM,Month-to-month,Electronic check,5,DSL,No,No,28.45,Yes,0.75,Yes,Critical
7783-YKGDV,Month-to-month,Bank transfer (automatic),12,Fiber optic,Yes,No,99.7,Yes,0.88,Yes,Critical
4374-YMUSQ,One year,Credit card (automatic),34,Fiber optic,Yes,Yes,116.25,No,0.03,No,Low
4513-CXYIX,Two year,Credit card (automatic),71,Fiber optic,Yes,No,80.7,No,0.02,No,Low
3957-HHLMR,One year,Bank transfer (automatic),70,DSL,Yes,No,65.2,No,0.0,No,Low
7803-XOCCZ,Month-to-month,Bank transfer (automatic),52,Fiber optic,Yes,Yes,84.05,No,0.09,No,Low
5736-YEJAX,Two year,Credit card (automatic),69,DSL,Yes,Yes,79.45,No,0.04,No,Low
5609-CEBID,Month-to-month,Electronic check,20,Fiber optic,No,No,94.1,Yes,0.87,Yes,Critical
8981-FJGLA,Month-to-month,Mailed check,11,Fiber optic,No,No,78.0,No,0.25,No,Low
